#Organism/Name,Group,SubGroup,Type,RefSeq,INSDC,Size (Kb),GC%,Protein,rRNA,tRNA,Other RNA,Gene,Pseudogene,Release Date,Modify Date
"Sagittaria lichuanensis","Plants","Land Plants",plastid,NC_029815.1,KT899952,179.007,36.8354,88,8,37,-,137,4,2016/04/09,2016/04/09
"Sagittarius serpentarius","Animals","Birds",mitochondrion,NC_023788.1,KF961184,16.773,45.4421,13,2,22,-,-,-,2014/03/13,2016/06/09
"Sagmariasus verreauxi","Animals","Other Animals",mitochondrion,NC_022736.1,AB859775,15.47,36.0246,13,2,22,-,35,-,2013/11/03,2015/11/18
"Saguinus oedipus","Animals","Mammals",mitochondrion,NC_021960.1,KC757409,16.551,40.5655,13,2,22,-,13,-,2013/08/06,2016/06/09
"Sahyadria chalakkudiensis","Animals","Fishes",mitochondrion,NC_018566.1,JX311437,16.989,40.1495,13,2,22,-,13,-,2012/09/10,2012/09/17
"Sahyadria denisonii","Animals","Fishes",mitochondrion,NC_021973.1,KF019637,16.899,41.3516,13,2,22,-,13,-,2013/08/06,2013/08/06
"Sahyadria denisonii","Animals","Fishes",mitochondrion,NC_031460.1,AP011244,16.825,41.4146,13,2,22,-,37,-,2016/10/17,2016/10/21
"Saiga tatarica","Animals","Mammals",mitochondrion,NC_020746.1,JN632700,16.375,37.8687,13,2,22,-,13,-,2013/03/25,2013/04/17
"Saimiri boliviensis","Animals","Mammals",mitochondrion,NC_021966.1,KC959987,16.471,40.6836,13,2,22,-,13,-,2013/08/06,2013/08/12
"Saimiri boliviensis boliviensis","Animals","Mammals",mitochondrion,NC_018096.1,HQ644339,16.473,40.6726,13,2,22,-,13,-,2012/06/29,2012/07/03
"Saimiri oerstedii citrinellus","Animals","Mammals",mitochondrion,NC_023211.1,HQ644335,16.472,40.6204,13,2,22,-,13,-,2014/01/02,2014/01/14
"Saimiri sciureus","Animals","Mammals",mitochondrion,NC_012775.1,AB371091,16.474,40.6884,13,2,22,-,13,-,2009/06/04,2009/06/05
"Salacca ramosiana","Plants","Land Plants",plastid,NC_029954.1,KT312921,157.047,37.3863,86,8,38,-,133,1,2016/04/20,2016/04/20
"Salamandrella keyserlingii","Animals","Amphibians",mitochondrion,NC_008082.1,DQ333814,16.338,34.8084,13,2,22,-,13,-,2006/06/06,2006/06/08
"Salamandrella tridactyla","Animals","Amphibians",mitochondrion,NC_021106.1,JX508765,16.342,34.445,13,2,22,-,13,-,2013/04/23,2013/06/26
"Salangichthys microdon","Animals","Fishes",mitochondrion,NC_004599.1,AP004109,16.598,50.982,13,2,22,-,13,-,2003/03/10,2006/10/24
"Salanx ariakensis","Animals","Fishes",mitochondrion,NC_006918.1,AP006231,16.587,49.4001,13,2,22,-,13,-,2005/04/04,2010/02/01
"Salanx cuvieri","Animals","Fishes",mitochondrion,NC_029156.1,KJ645978,16.588,49.8191,13,2,22,-,37,-,2016/02/12,2016/03/02
"Salarias fasciatus","Animals","Fishes",mitochondrion,NC_004412.1,AP004451,16.496,46.4234,13,2,22,-,13,-,2002/11/18,2016/09/23
"Saldula arsenjevi","Animals","Insects",mitochondrion,NC_012463.1,EU427345,15.324,25.385,13,2,22,-,13,-,2009/03/26,2017/01/04
"Salicornia bigelovii","Plants","Land Plants",chloroplast,NC_027226.1,KJ629117,153.076,36.295,83,8,37,-,132,4,2015/06/18,2015/06/18
"Salicornia brachiata","Plants","Land Plants",chloroplast,NC_027224.1,KJ629115,153.324,36.2155,84,8,37,-,131,2,2015/06/18,2015/06/18
"Salicornia europaea","Plants","Land Plants",chloroplast,NC_027225.1,KJ629116,153.232,36.2353,84,8,37,-,131,2,2015/06/18,2015/06/18
"Salinator rhamphidia","Animals","Other Animals",mitochondrion,NC_016185.1,JN620539,14.007,37.7668,13,2,22,-,13,-,2011/11/15,2011/11/17
"Salix babylonica","Plants","Land Plants",chloroplast,NC_028350.1,KT449800,156.819,36.6493,83,8,38,-,130,1,2015/11/05,2016/04/14
"Salix interior","Plants","Land Plants",chloroplast,NC_024681.1,KJ742926,156.62,36.9991,80,8,37,-,127,2,2014/08/06,2014/08/06
"Salix purpurea","Plants","Land Plants",mitochondrion,NC_029693.1,KU198635,598.97,44.9376,32,3,21,-,56,-,2016/03/28,2016/03/28
"Salix purpurea","Plants","Land Plants",chloroplast,-,KP019639,155.59,36.6855,83,8,38,-,130,1,2015/03/10,2015/03/10
"Salix suchowensis","Plants","Land Plants",chloroplast,NC_026462.1,KM983390,155.214,36.7338,83,8,38,-,130,1,2015/02/25,2015/02/25
"Salix suchowensis","Plants","Land Plants",mitochondrion,NC_029317.1,KU056812,644.437,44.9836,33,3,22,-,58,-,2016/03/01,2016/03/01
"Salmacis sphaeroides","Animals","Other Animals",mitochondrion,NC_033528.1,KU302103,15.762,38.117,13,2,22,-,37,-,2017/01/26,2017/01/27
"Salminus brasiliensis","Animals","Fishes",mitochondrion,NC_024941.1,KM245047,17.721,44.2639,13,2,22,-,13,-,2014/09/25,2014/10/16
"Salmo salar","Animals","Fishes",mitochondrion,NC_001960.1,U12143,16.665,45.2265,13,2,22,-,13,-,1999/08/24,2010/02/01
"Salmo trutta","Animals","Fishes",mitochondrion,NC_024032.1,JQ390057,16.677,45.9195,13,2,22,-,13,-,2014/04/29,2014/05/01
"Salmo trutta trutta","Animals","Fishes",mitochondrion,NC_010007.1,AM910409,16.677,45.9555,13,2,22,-,37,-,2007/11/22,2008/11/04
"Salmostoma bacalia","Animals","Fishes",mitochondrion,NC_015549.1,AP011223,16.444,43.8944,13,2,22,-,13,-,2011/05/17,2011/05/24
"Salpinga maranonensis","Plants","Land Plants",chloroplast,NC_031888.1,KX826832,153.311,37.4161,83,8,36,-,127,-,2016/12/05,2016/12/05
"Salvelinus albus","Animals","Fishes",mitochondrion,NC_028018.1,KT266870,16.653,45.5413,13,2,22,-,37,-,2015/10/08,2015/10/14
"Salvelinus alpinus","Animals","Fishes",mitochondrion,NC_000861.1,AF154851,16.659,45.4709,13,2,22,-,13,-,1999/08/24,2010/02/01
"Salvelinus curilus","Animals","Fishes",mitochondrion,NC_024585.1,KJ746619,16.654,45.6227,13,2,22,-,35,-,2014/07/28,2014/08/28
"Salvelinus fontinalis","Animals","Fishes",mitochondrion,NC_000860.1,AF154850,16.624,45.2117,13,2,22,-,13,-,1999/08/24,2010/02/01
"Salvelinus kuznetzovi","Animals","Fishes",mitochondrion,NC_029877.1,KU674351,16.654,45.5386,13,2,22,-,37,-,2016/04/12,2016/04/27
"Salvelinus leucomaenis","Animals","Fishes",mitochondrion,NC_022844.1,KF513161,16.658,45.2875,13,2,22,-,13,-,2013/11/19,2013/12/18
"Salvia miltiorrhiza","Plants","Land Plants",chloroplast,NC_020431.1,JX312195,151.328,38.0207,87,8,37,-,133,1,2013/03/04,2013/03/04
"Salvia miltiorrhiza","Plants","Land Plants",mitochondrion,NC_023209.1,KF177345,499.236,44.3876,138,5,22,-,167,2,2014/01/02,2014/01/02
"Samaris cristatus","Animals","Fishes",mitochondrion,NC_025903.1,JQ700101,18.606,40.0355,13,2,23,-,13,-,2014/12/16,2014/12/16
"Samariscus latus","Animals","Fishes",mitochondrion,NC_024263.1,KF494223,18.706,42.7082,13,2,24,-,13,-,2014/06/11,2014/07/02
"Samia canningi","Animals","Insects",mitochondrion,NC_024270.1,KJ159909,15.384,20.1248,13,2,22,-,13,-,2014/06/11,2016/07/28
"Samia ricini","Animals","Insects",mitochondrion,NC_017869.1,JN215366,15.384,20.2223,13,2,22,-,13,-,2012/05/09,2012/05/11
"Sander canadensis","Animals","Fishes",mitochondrion,NC_021444.1,KC663435,16.542,44.9522,13,2,22,-,13,-,2013/06/10,2013/06/26
"Sander lucioperca","Animals","Fishes",mitochondrion,NC_026533.1,KP125333,16.542,44.3719,13,2,22,-,13,-,2015/02/25,2015/03/17
"Sander vitreus","Animals","Fishes",mitochondrion,NC_028285.1,KP013098,16.858,44.774,13,2,22,-,37,-,2015/11/05,2015/11/17
"Sanionia uncinata","Plants","Land Plants",chloroplast,NC_025668.1,KM111545,124.374,29.3164,82,8,36,-,126,-,2014/11/14,2014/11/14
"Sanionia uncinata","Plants","Land Plants",mitochondrion,NC_027974.1,KP984757,104.497,41.2175,40,3,24,-,67,-,2015/10/07,2015/10/07
"Sapajus xanthosternos","Animals","Mammals",mitochondrion,NC_021961.1,KC757410,16.527,39.2449,13,2,22,-,13,-,2013/08/06,2016/06/09
"Sapindus mukorossi","Plants","Land Plants",chloroplast,NC_025554.1,KM454982,160.481,37.6618,88,8,39,-,135,-,2014/11/24,2014/11/24
"Saprolegnia ferax ATCC 36051","Protists","Other Protists",mitochondrion,NC_005984.1,AY534144,46.93,23.0492,43,4,30,-,77,-,2004/07/13,2016/09/22
"Saracha punctata","Plants","Land Plants",chloroplast,NC_026694.1,KP280050,156.925,37.6798,83,8,38,-,137,8,2015/03/20,2015/03/20
"Sarcocheilichthys lacustris","Animals","Fishes",mitochondrion,NC_022934.1,KF669394,16.683,43.3675,13,2,22,-,13,-,2013/11/27,2013/12/19
"Sarcocheilichthys nigripinnis","Animals","Fishes",mitochondrion,NC_020608.1,JX401522,16.68,43.5731,13,2,22,-,13,-,2013/03/25,2014/01/14
"Sarcocheilichthys parvus","Animals","Fishes",mitochondrion,NC_018786.1,JX456224,16.677,43.6469,13,2,22,-,13,-,2012/10/12,2013/05/14
"Sarcocheilichthys sinensis","Animals","Fishes",mitochondrion,NC_022475.1,KF177390,16.684,43.233,13,2,22,-,13,-,2013/09/26,2013/11/14
"Sarcocheilichthys variegatus microoculus","Animals","Fishes",mitochondrion,NC_004694.1,AB054124,16.665,45.1425,13,2,22,-,13,-,2003/04/07,2006/10/25
"Sarcophaga africa","Animals","Insects",mitochondrion,NC_025944.1,KM881633,15.144,24.2538,13,2,22,-,13,-,2014/12/16,2016/07/28
"Sarcophaga albiceps","Animals","Insects",mitochondrion,NC_028413.1,KT444443,14.935,24.1379,13,2,22,-,37,-,2015/11/17,2015/12/07
"Sarcophaga crassipalpis","Animals","Insects",mitochondrion,NC_026667.1,KC005711,15.42,23.7873,13,2,22,-,13,-,2015/03/17,2015/04/22
"Sarcophaga impatiens","Animals","Insects",mitochondrion,NC_017605.1,JN859549,15.169,25.2357,13,2,22,-,13,-,2012/04/11,2012/04/24
"Sarcophaga melanura","Animals","Insects",mitochondrion,NC_026112.1,KP091687,15.19,24.3581,13,2,22,-,13,-,2015/01/10,2016/07/28
"Sarcophaga peregrina","Animals","Insects",mitochondrion,NC_023532.1,KF921296,14.922,25.0235,13,2,22,-,13,-,2014/02/28,2014/04/16
"Sarcophaga portschinskyi","Animals","Insects",mitochondrion,NC_025574.1,KM287570,14.929,23.8127,13,2,22,-,13,-,2014/11/14,2014/12/15
"Sarcophaga similis","Animals","Insects",mitochondrion,NC_025573.1,KM287431,15.158,23.6377,13,2,22,-,13,-,2014/11/14,2014/12/15
"Sarcophilus harrisii","Animals","Mammals",mitochondrion,NC_018788.1,JX475455,17.117,37.3664,13,2,22,-,13,-,2012/10/12,2012/10/15
"Sarcoptes scabiei","Animals","Other Animals",mitochondrion,-,CM003133,13.667,19.3459,13,2,20,-,35,-,2015/02/10,2015/02/10
"Sarcoptes scabiei","Animals","Other Animals",mitochondrion,NC_031334.1,LN874268,13.919,19.3261,-,2,20,-,35,-,2015/09/20,2016/10/12
"Sardina pilchardus","Animals","Fishes",mitochondrion,NC_009592.1,AP009233,16.822,50.0654,13,2,22,-,13,-,2007/06/19,2007/06/21
"Sardinella albella Madagascar","Animals","Fishes",mitochondrion,NC_016726.1,AP011605,16.652,49.1232,13,2,22,-,13,-,2012/01/17,2016/06/09
"Sardinella longiceps","Animals","Fishes",mitochondrion,NC_033407.1,KR000002,16.613,47.6013,13,2,22,-,37,-,2017/01/18,2017/01/27
"Sardinella maderensis","Animals","Fishes",mitochondrion,NC_009587.1,AP009143,16.651,47.877,13,2,22,-,13,-,2007/06/19,2007/06/21
"Sardinops melanostictus","Animals","Fishes",mitochondrion,NC_002616.1,AB032554,16.881,48.6938,13,2,22,-,13,-,2000/12/01,2010/02/01
"Sargassum aquifolium","Other","Other",mitochondrion,NC_033408.1,KT266809,34.761,36.1555,37,3,24,-,64,-,2017/01/18,2017/01/18
"Sargassum fluitans","Other","Other",mitochondrion,NC_033385.1,KY084909,34.727,36.2283,37,3,25,-,65,-,2017/01/18,2017/01/18
"Sargassum fusiforme","Other","Other",mitochondrion,NC_024655.1,KJ946428,34.696,37.5346,37,3,25,-,65,-,2014/08/06,2014/08/06
"Sargassum hemiphyllum","Other","Other",mitochondrion,NC_024861.1,KM210510,34.686,36.5652,37,3,25,-,65,-,2014/09/17,2014/09/17
"Sargassum horneri","Other","Other",mitochondrion,NC_024613.1,KJ938300,34.606,36.1556,37,3,25,-,65,-,2014/07/29,2014/07/29
"Sargassum horneri","Other","Other",chloroplast,NC_029856.1,KP881334,124.068,30.6122,139,6,28,-,173,-,2016/04/12,2016/04/12
"Sargassum muticum","Other","Other",mitochondrion,NC_024614.1,KJ938301,34.72,36.5927,37,3,25,-,65,-,2014/07/29,2014/07/29
"Sargassum natans","Other","Other",mitochondrion,NC_033384.1,KY084907,34.727,36.1851,37,3,25,-,65,-,2017/01/18,2017/01/18
"Sargassum thunbergii","Other","Other",mitochondrion,NC_026700.1,KP280065,34.748,36.6237,37,3,25,-,65,-,2015/03/17,2015/03/17
"Sargassum thunbergii","Other","Other",plastid,NC_029134.1,KU500638,124.592,30.4032,139,6,28,-,173,-,2016/02/12,2016/02/12
"Sargassum vachellianum","Other","Other",mitochondrion,NC_027508.1,KR132242,34.877,36.2101,37,3,25,-,65,-,2015/07/14,2015/07/14
"Sargocentron rubrum","Animals","Fishes",mitochondrion,NC_004395.1,AP004432,16.526,44.8566,13,2,22,-,13,-,2002/11/18,2010/02/01
"Sargocentron spiniferum","Animals","Fishes",mitochondrion,NC_030597.1,KX254549,16.548,44.2833,13,2,22,-,37,-,2016/07/12,2016/07/21
"Sarocalamus faberi","Plants","Land Plants",chloroplast,NC_024713.1,JX513414,139.629,38.8881,84,8,39,-,131,-,2014/08/27,2014/08/27
"Sarotherodon melanotheron","Animals","Fishes",mitochondrion,NC_015611.1,JF894132,16.627,46.5508,13,2,22,-,13,-,2011/06/01,2012/03/16
"Sartidia dewinteri","Plants","Land Plants",chloroplast,NC_027147.1,KJ819550,138.074,38.4142,83,8,38,-,129,-,2015/06/02,2015/06/03
"Sartidia perrieri","Plants","Land Plants",chloroplast,NC_027146.1,KJ819549,138.471,38.3806,83,8,38,-,129,-,2015/06/02,2015/06/03
"Sasakia charonda","Animals","Insects",mitochondrion,NC_014224.1,AP011824,15.244,20.1325,13,2,22,-,13,-,2010/06/04,2016/06/09
"Sasakia funebris","Animals","Insects",mitochondrion,NC_022134.1,JX131328,15.233,18.7685,13,2,22,-,13,-,2013/08/27,2013/11/14
"Sasia ochracea","Animals","Birds",mitochondrion,NC_028019.1,KT443919,16.908,46.824,13,2,22,-,37,-,2015/10/08,2015/10/14
"Sastragala edessoides","Animals","Insects",mitochondrion,NC_032392.1,-,16.358,24.7035,13,2,22,-,37,-,2016/12/27,2017/01/04
"Saturnia boisduvalii","Animals","Insects",mitochondrion,NC_010613.1,EF622227,15.36,19.375,13,2,22,-,13,-,2008/04/22,2008/05/13
"Saundersilarus saundersi","Animals","Birds",mitochondrion,NC_017601.1,JQ071443,16.725,45.6024,13,2,22,-,13,-,2012/04/11,2012/04/23
"Saurida microlepis","Animals","Fishes",mitochondrion,NC_023980.1,KJ194275,16.51,48.2193,13,2,22,-,13,-,2014/04/09,2014/05/01
"Saurida umeyoshii","Animals","Fishes",mitochondrion,NC_024836.1,KM189365,16.546,47.7275,13,2,22,-,13,-,2014/09/17,2014/10/16
"Saurida undosquamis","Animals","Fishes",mitochondrion,NC_003162.1,AP002920,15.737,48.4781,13,2,22,-,13,-,2001/10/19,2010/02/01
"Saurida wanieso","Animals","Fishes",mitochondrion,NC_025940.1,KP027408,16.552,49.0756,13,2,22,-,13,-,2014/12/16,2016/06/08
"Saurogobio dabryi","Animals","Fishes",mitochondrion,NC_022845.1,KF534790,16.604,44.1219,13,2,22,-,13,-,2013/11/19,2013/12/18
"Saurogobio dumerili","Animals","Fishes",mitochondrion,NC_022187.1,KF151214,16.601,44.5455,13,2,22,-,13,-,2013/08/27,2013/11/14
"Saussurea involucrata","Plants","Land Plants",chloroplast,NC_029465.1,KU041648,152.49,37.6707,90,8,36,-,134,-,2016/03/01,2016/03/01
"Savalia savaglia","Animals","Other Animals",mitochondrion,NC_008827.1,DQ825686,20.764,48.2999,14,2,1,-,14,-,2007/01/30,2009/04/15
"Sawbwa resplendens","Animals","Fishes",mitochondrion,NC_031526.1,AP011188,16.571,41.0536,13,2,22,-,37,-,2016/10/21,2016/11/17
"Saxidomus purpuratus","Animals","Other Animals",mitochondrion,NC_026728.1,KP419933,19.637,33.7526,12,2,22,-,12,-,2015/03/17,2015/04/22
"Scalicus amiscus","Animals","Fishes",mitochondrion,NC_004403.1,AP004441,16.526,45.5646,13,2,22,-,13,-,2002/11/18,2012/05/24
"Scapanulus oweni","Animals","Mammals",mitochondrion,NC_025777.1,KM506754,16.826,37.341,13,2,22,-,13,-,2014/11/26,2014/12/15
"Scapharca broughtonii","Animals","Other Animals",mitochondrion,NC_020787.1,AB729113,46.985,32.1124,12,2,42,-,12,-,2013/04/04,2013/04/17
"Scapharca kagoshimensis","Animals","Other Animals",mitochondrion,NC_025509.1,KF750628,46.713,37.2466,12,2,41,-,12,-,2014/11/14,2016/08/16
"Scaphidium quadrimaculatum","Animals","Insects",mitochondrion,NC_028609.1,KT780673,18.832,22.9715,13,2,22,-,37,-,2015/12/03,2015/12/07
"Scaphiodonichthys acanthopterus","Animals","Fishes",mitochondrion,NC_018789.1,JX486026,16.612,42.8064,13,2,22,-,13,-,2012/10/12,2013/05/14
"Scaphiodonichthys burmanicus","Animals","Fishes",mitochondrion,NC_031605.1,AP011353,16.592,42.6591,13,2,22,-,37,-,2016/10/21,2016/11/17
"Scaphirhynchus albus","Animals","Fishes",mitochondrion,NC_030324.1,KU985069,16.494,46.6291,13,2,22,-,37,-,2016/06/17,2016/06/17
"Scaphirhynchus albus x Scaphirhynchus platorynchus","Animals","Fishes",mitochondrion,NC_030327.1,KU985072,16.495,46.5959,13,2,22,-,37,-,2016/06/17,2016/06/17
"Scaphirhynchus cf. albus","Animals","Fishes",mitochondrion,NC_004420.1,AP004354,16.493,46.6622,13,2,22,-,13,-,2002/11/18,2006/10/25
"Scaphirhynchus platorynchus","Animals","Fishes",mitochondrion,NC_030326.1,KU985071,16.495,46.602,13,2,22,-,37,-,2016/06/17,2016/06/17
"Scaphognathops bandanensis","Animals","Fishes",mitochondrion,NC_031615.1,AP011375,16.587,42.3705,13,2,22,-,37,-,2016/10/21,2016/11/17
"Scardinius erythrophthalmus","Animals","Fishes",mitochondrion,NC_031561.1,AP011263,16.607,44.9329,13,2,22,-,37,-,2016/10/21,2016/11/17
"Scartelaos gigas","Animals","Fishes",mitochondrion,NC_028205.1,KT277705,16.717,45.2174,13,2,22,-,37,-,2015/11/01,2015/11/17
"Scartelaos histophorus","Animals","Fishes",mitochondrion,NC_017888.1,JQ654459,16.496,44.1319,13,2,22,-,13,-,2012/05/09,2012/09/14
"Scarus forsteni","Animals","Fishes",mitochondrion,NC_011928.1,FJ619271,16.679,46.2857,13,2,22,-,13,-,2009/01/22,2009/02/06
"Scarus ghobban","Animals","Fishes",mitochondrion,NC_011599.1,FJ449707,16.676,46.456,13,2,22,-,13,-,2008/11/26,2008/12/11
"Scarus rubroviolaceus","Animals","Fishes",mitochondrion,NC_011343.1,FJ227899,16.681,46.4361,13,2,22,-,13,-,2008/10/07,2008/11/04
"Scarus schlegeli","Animals","Fishes",mitochondrion,NC_011936.1,FJ595020,16.701,46.7756,13,2,22,-,13,-,2009/01/22,2009/02/06
"Scathophaga stercoraria","Animals","Insects",mitochondrion,NC_024856.1,KM200724,16.223,21.6051,13,2,22,-,13,-,2014/09/17,2014/10/16
"Scatophagus argus","Animals","Fishes",mitochondrion,NC_021968.1,KC790398,16.783,44.0327,13,2,22,-,13,-,2013/08/06,2013/08/06
"Sceloporus occidentalis","Animals","Reptiles",mitochondrion,NC_005960.1,AB079242,17.072,42.2036,13,2,22,-,13,-,2004/07/02,2010/02/01
"Schedophilus velaini","Animals","Fishes",mitochondrion,NC_021759.1,AB751624,16.571,46.2072,13,2,22,-,13,-,2013/07/18,2013/07/31
"Schedorhinotermes breinli","Animals","Insects",mitochondrion,NC_018126.1,JX144935,15.864,34.0267,13,2,22,-,13,-,2012/07/10,2012/09/14
"Schefflera delavayi","Plants","Land Plants",chloroplast,NC_022813.1,KC456166,156.341,37.8295,87,8,37,-,134,2,2013/11/19,2013/11/19
"Schefflera heptaphylla","Plants","Land Plants",chloroplast,NC_029764.1,KT748629,156.685,37.9277,86,8,29,-,123,-,2016/03/28,2016/03/28
"Scherffelia dubia","Plants","Green Algae",plastid,NC_029807.1,KU167098,137.161,32.5836,114,6,38,1,159,-,2016/04/09,2016/04/09
"Schimmelmannia schousboei","Other","Other",plastid,NC_031168.1,KX284711,181.03,28.6135,202,3,30,1,236,-,2016/09/23,2016/09/23
"Schismatorhynchos nukta","Animals","Fishes",mitochondrion,NC_022948.1,AP011358,16.606,42.9784,13,2,22,-,13,-,2013/11/27,2013/12/19
"Schistocerca gregaria gregaria","Animals","Insects",mitochondrion,NC_013240.1,GQ491031,15.625,26.816,13,2,22,-,13,-,2009/09/18,2010/03/16
"Schistometopum gregorii","Animals","Amphibians",mitochondrion,NC_023518.1,KF540163,16.038,32.1486,13,2,22,-,35,-,2014/02/28,2014/04/16
"Schistosoma haematobium","Animals","Flatworms",mitochondrion,NC_008074.1,DQ157222,15.003,27.6478,12,2,22,-,12,-,2006/06/06,2009/04/14
"Schistosoma japonicum Anhui","Animals","Flatworms",mitochondrion,NC_002544.1,AF215860,14.085,28.9599,12,2,23,-,12,-,2000/09/14,2010/02/01
"Schistosoma mansoni NMRI","Animals","Flatworms",mitochondrion,NC_002545.1,AF216698,14.415,31.4603,12,2,23,-,12,-,2000/09/14,2009/04/14
"Schistosoma mansoni Puerto Rico","Animals","Flatworms",mitochondrion,-,HE601612,19.871,31.5586,12,2,23,-,37,-,2011/10/04,2016/07/25
"Schistosoma mekongi Khong Island","Animals","Flatworms",mitochondrion,NC_002529.1,AF217449,14.072,27.7999,12,2,22,-,12,-,2000/09/09,2009/04/15
"Schistosoma spindale","Animals","Flatworms",mitochondrion,NC_008067.1,DQ157223,16.901,27.2883,12,2,22,-,12,-,2006/06/06,2009/04/14
"Schistura balteata","Animals","Fishes",mitochondrion,NC_008679.1,AB242172,16.564,42.375,13,2,22,-,13,-,2006/12/12,2006/12/21
"Schistura corica","Animals","Fishes",mitochondrion,NC_031640.1,AP011445,16.572,43.8692,13,2,22,-,37,-,2016/10/21,2016/11/17
"Schistura geisleri","Animals","Fishes",mitochondrion,NC_029437.1,AP013295,16.819,45.1513,13,2,22,-,37,-,2016/03/01,2016/03/10
"Schistura jarutanini","Animals","Fishes",mitochondrion,NC_031584.1,AP011307,16.594,45.2212,13,2,22,-,37,-,2016/10/21,2016/11/17
"Schistura kaysonei","Animals","Fishes",mitochondrion,NC_031580.1,AP011297,16.575,44.6275,13,2,22,-,37,-,2016/10/21,2016/11/17
"Schistura notostigma","Animals","Fishes",mitochondrion,NC_031585.1,AP011308,16.568,44.93,13,2,22,-,37,-,2016/10/21,2016/11/17
"Schistura pridii","Animals","Fishes",mitochondrion,NC_031638.1,AP011443,16.576,44.7092,13,2,22,-,37,-,2016/10/21,2016/11/17
"Schistura scaturigina","Animals","Fishes",mitochondrion,NC_031378.1,KU380330,16.585,43.3826,13,2,22,-,37,-,2016/10/13,2016/10/21
"Schizaphis graminum","Animals","Insects",mitochondrion,NC_006158.1,AY531391,15.721,16.0613,13,2,22,-,13,-,2004/09/01,2010/02/01
"Schizomeris leibleinii","Plants","Green Algae",chloroplast,NC_015645.1,HQ700713,182.759,27.2402,77,3,30,-,111,1,2011/06/15,2012/05/09
"Schizophyllum commune","Fungi","Basidiomycetes",mitochondrion,NC_003049.1,AF402141,49.704,21.8614,20,2,27,-,49,-,2001/08/02,2009/04/27
"Schizopyge dolichonema","Animals","Fishes",mitochondrion,NC_023979.1,KJ184546,16.583,45.0341,13,2,22,-,13,-,2014/04/09,2014/05/01
"Schizopyge lissolabiata","Animals","Fishes",mitochondrion,NC_027162.1,KP796150,16.583,45.0522,13,2,22,-,37,-,2015/06/02,2015/06/24
"Schizopyge niger","Animals","Fishes",mitochondrion,NC_022866.1,KF600712,16.585,44.8417,13,2,22,-,13,-,2013/11/19,2013/12/18
"Schizopyge nukiangensis","Animals","Fishes",mitochondrion,NC_027940.1,KT223584,16.585,44.8417,13,2,22,-,37,-,2015/10/07,2015/10/14
"Schizopygopsis anteroventris","Animals","Fishes",mitochondrion,NC_029190.1,KP641340,16.62,44.0313,13,2,22,-,37,-,2016/02/12,2016/03/02
"Schizopygopsis malacanthus","Animals","Fishes",mitochondrion,NC_024880.1,KJ913780,16.677,44.1506,13,2,22,-,13,-,2014/09/17,2014/10/16
"Schizopygopsis pylzovi","Animals","Fishes",mitochondrion,NC_026206.1,KM879225,16.664,44.2991,13,2,22,-,13,-,2015/01/21,2016/06/09
"Schizopygopsis stoliczkai","Animals","Fishes",mitochondrion,NC_032398.1,KP641343,16.833,44.585,13,2,22,-,37,-,2016/12/27,2017/01/04
"Schizopygopsis thermalis","Animals","Fishes",mitochondrion,NC_021421.1,KC558499,16.676,44.2972,13,2,22,-,-,-,2013/06/10,2014/03/27
"Schizopygopsis younghusbandi","Animals","Fishes",mitochondrion,NC_021409.1,KC351895,16.674,44.2965,13,2,22,-,-,-,2013/06/10,2013/08/06
"Schizosaccharomyces japonicus","Fungi","Ascomycetes",mitochondrion,NC_004332.1,AF547983,80.059,19.7579,10,2,25,-,37,-,2002/10/06,2009/04/27
